0.0000,-0.3478
0.0123,-0.3478
0.0245,-0.3408
0.0368,-0.3351
0.0490,-0.3221
0.0613,-0.3065
0.0723,-0.2995
0.0834,-0.3156
0.0944,-0.3257
0.1055,-0.3270
0.1165,-0.3198
0.1288,-0.3180
0.1410,-0.3203
0.1533,-0.3296
0.1655,-0.3180
0.1778,-0.2865
0.1904,-0.2966
0.2030,-0.2869
0.2157,-0.2800
0.2283,-0.2763
0.2409,-0.2714
0.2637,-0.2677
0.2864,-0.3259
0.3091,-0.4073
0.3318,-0.4137
0.3546,-0.3323
0.3705,-0.3057
0.3864,-0.3157
0.4024,-0.3362
0.4183,-0.3236
0.4342,-0.3342
