   0.0000 -15.5197 -15.4730 -15.0819 -14.9131 -14.8056 -14.7970 -14.6626 -14.6262 -14.4095 -14.3711 -14.2894 -14.0522 -13.9146 -13.8927 -13.8173 -13.7509 -13.6724 -13.6684 -13.6522 -13.5681 -13.4912 -13.4693 -13.4243 -13.3937 -13.3370 -13.3353 -13.2635 -13.2612 -13.2059 -13.1468 -13.1046 -13.0724 -10.2547 -10.0698 -10.0381  -9.8978  -9.7964  -9.6455  -9.5917  -9.5471  -9.4203  -9.3683  -9.1098  -8.9985  -8.5855  -8.5698  -8.5416  -8.3218  -8.2845  -8.1434  -7.4671  -7.3263  -5.7114  -5.7101  -5.5466  -5.4991  -5.4369  -5.3386  -5.1464  -5.0037  -4.8759  -4.8167  -4.7934  -4.6839  -4.5506  -4.5033  -4.4824  -4.4139  -4.3694  -4.2715  -4.2308  -4.2231  -4.1212  -4.0773  -4.0723  -3.9110  -3.8214  -3.8114  -3.7723  -3.7627  -3.7175  -3.6775  -3.5801  -3.5507  -3.5342  -3.4303  -3.3905  -3.3052  -3.2107  -3.1921  -3.1231  -3.1089  -3.0035  -2.9838  -2.9040  -2.8831  -2.8446  -2.7991  -2.7181  -2.6926  -2.6556  -2.6320  -2.5435  -2.5056  -2.4407  -2.3899  -2.2892  -2.2468  -2.2412  -2.2146  -2.1835  -2.1591  -2.0516  -2.0099  -1.9676  -1.9493  -1.9323  -1.9017  -1.8353  -1.8095  -1.8001  -1.7926  -1.7138  -1.6832  -1.6596  -1.6417  -1.5479  -1.4996  -1.4856  -1.4675  -1.4137  -1.3347  -1.2165  -1.2030  -1.1468  -1.0806  -1.0588  -1.0181  -0.8985  -0.8605  -0.8262  -0.7979  -0.7775  -0.6756  -0.5991  -0.4262  -0.3557  -0.3478   1.9733   2.1572   2.2042   2.2248   2.4252   2.5247   2.5901   2.7228   2.8041   2.8342   2.8402   2.9677   3.0284   3.0901   3.1128   3.2918   3.3032   3.3264   3.3414   3.3741   3.4010   3.4716   3.5429   3.5833   3.6220   3.6364   3.7496   3.7649   3.8129   3.8413   3.9317   3.9395   4.0432   4.0445   4.1317   4.1857   4.2230   4.2965   4.4094   4.4318   4.4889   4.5925   4.6448   4.7971
   0.0123 -15.5197 -15.4730 -15.0819 -14.9131 -14.8056 -14.7970 -14.6626 -14.6262 -14.4095 -14.3711 -14.2894 -14.0522 -13.9146 -13.8927 -13.8173 -13.7509 -13.6724 -13.6684 -13.6522 -13.5681 -13.4912 -13.4693 -13.4243 -13.3937 -13.3370 -13.3353 -13.2635 -13.2612 -13.2059 -13.1468 -13.1046 -13.0724 -10.2547 -10.0698 -10.0381  -9.8978  -9.7964  -9.6455  -9.5917  -9.5471  -9.4203  -9.3683  -9.1098  -8.9985  -8.5855  -8.5698  -8.5416  -8.3218  -8.2845  -8.1434  -7.4671  -7.3263  -5.7114  -5.7101  -5.5466  -5.4991  -5.4369  -5.3386  -5.1464  -5.0037  -4.8759  -4.8167  -4.7934  -4.6839  -4.5506  -4.5033  -4.4824  -4.4139  -4.3694  -4.2715  -4.2308  -4.2231  -4.1212  -4.0773  -4.0723  -3.9110  -3.8214  -3.8114  -3.7723  -3.7627  -3.7175  -3.6775  -3.5801  -3.5507  -3.5342  -3.4303  -3.3905  -3.3052  -3.2107  -3.1921  -3.1231  -3.1089  -3.0035  -2.9838  -2.9040  -2.8831  -2.8446  -2.7991  -2.7181  -2.6926  -2.6556  -2.6320  -2.5435  -2.5056  -2.4407  -2.3899  -2.2892  -2.2468  -2.2412  -2.2146  -2.1835  -2.1591  -2.0516  -2.0099  -1.9676  -1.9493  -1.9323  -1.9017  -1.8353  -1.8095  -1.8001  -1.7926  -1.7138  -1.6832  -1.6596  -1.6417  -1.5479  -1.4996  -1.4856  -1.4675  -1.4137  -1.3347  -1.2165  -1.2030  -1.1468  -1.0806  -1.0588  -1.0181  -0.8985  -0.8605  -0.8262  -0.7979  -0.7775  -0.6756  -0.5991  -0.4262  -0.3557  -0.3478   1.9733   2.1572   2.2042   2.2248   2.4252   2.5247   2.5901   2.7228   2.8041   2.8342   2.8402   2.9677   3.0284   3.0901   3.1128   3.2918   3.3032   3.3264   3.3414   3.3741   3.4010   3.4716   3.5429   3.5833   3.6220   3.6364   3.7496   3.7649   3.8129   3.8413   3.9317   3.9395   4.0432   4.0445   4.1317   4.1857   4.2230   4.2965   4.4090   4.4317   4.4886   4.5932   4.6457   4.7856
   0.0245 -15.5139 -15.4555 -15.0866 -14.9226 -14.8283 -14.8137 -14.6436 -14.6236 -14.4266 -14.4015 -14.2403 -14.0484 -13.9252 -13.8868 -13.8142 -13.7722 -13.6835 -13.6662 -13.6308 -13.5596 -13.4858 -13.4658 -13.4246 -13.3867 -13.3426 -13.3343 -13.2776 -13.2471 -13.2076 -13.1490 -13.1085 -13.0753 -10.2469 -10.0635 -10.0368  -9.8908  -9.7761  -9.6598  -9.5999  -9.5334  -9.4116  -9.3561  -9.1241  -8.9659  -8.6232  -8.6030  -8.5129  -8.3459  -8.2566  -8.1324  -7.4981  -7.3538  -5.7079  -5.6915  -5.5288  -5.4892  -5.4232  -5.3265  -5.1555  -5.0186  -4.9173  -4.8118  -4.7754  -4.6619  -4.5845  -4.5284  -4.5005  -4.4594  -4.3959  -4.2675  -4.2414  -4.2096  -4.1017  -4.1002  -4.0665  -3.9175  -3.8807  -3.8031  -3.7864  -3.7522  -3.7113  -3.6842  -3.6271  -3.5526  -3.5100  -3.4127  -3.3611  -3.2975  -3.2475  -3.1744  -3.1328  -3.1108  -3.0021  -2.9772  -2.9216  -2.8883  -2.8251  -2.8041  -2.7259  -2.7042  -2.6452  -2.6036  -2.5472  -2.4966  -2.4232  -2.3845  -2.3046  -2.2795  -2.2649  -2.2096  -2.1865  -2.1410  -2.0513  -2.0219  -1.9943  -1.9561  -1.9129  -1.8774  -1.8249  -1.8175  -1.7851  -1.7646  -1.7105  -1.6770  -1.6538  -1.6029  -1.5525  -1.5132  -1.4516  -1.4409  -1.4057  -1.3363  -1.2272  -1.1855  -1.1154  -1.0609  -1.0275  -1.0133  -0.8973  -0.8638  -0.8367  -0.7613  -0.7210  -0.6490  -0.6016  -0.4143  -0.3667  -0.3408   1.9798   2.1371   2.2069   2.2666   2.3981   2.5149   2.6197   2.6867   2.7318   2.7652   2.9000   2.9543   2.9980   3.0804   3.1705   3.2357   3.2732   3.3001   3.3499   3.3651   3.4052   3.4817   3.5509   3.5906   3.6397   3.6557   3.7322   3.7566   3.8175   3.8928   3.9216   3.9806   4.0323   4.0875   4.1501   4.1968   4.2308   4.3000   4.3914   4.4369   4.4525   4.5743   4.6512   4.7367
   0.0368 -15.4912 -15.4092 -15.0955 -14.9888 -14.8712 -14.8119 -14.6499 -14.6073 -14.4702 -14.3963 -14.1816 -14.0385 -13.9570 -13.8665 -13.8356 -13.7839 -13.6949 -13.6585 -13.6030 -13.5513 -13.4745 -13.4521 -13.4196 -13.3715 -13.3475 -13.3353 -13.2876 -13.2425 -13.2105 -13.1541 -13.1192 -13.0833 -10.2215 -10.0639 -10.0125  -9.8753  -9.7436  -9.6665  -9.6231  -9.5041  -9.3912  -9.3215  -9.1476  -8.9078  -8.6985  -8.6456  -8.5002  -8.3788  -8.1964  -8.1071  -7.5878  -7.4305  -5.6778  -5.6544  -5.5000  -5.4471  -5.3818  -5.2937  -5.1773  -5.0363  -4.9852  -4.8745  -4.7570  -4.6639  -4.6137  -4.5865  -4.5315  -4.4942  -4.4534  -4.2990  -4.2781  -4.1969  -4.1728  -4.0926  -4.0440  -3.9812  -3.9184  -3.8722  -3.8177  -3.7198  -3.6858  -3.6636  -3.6421  -3.5644  -3.4783  -3.4143  -3.3245  -3.2918  -3.2566  -3.1719  -3.1172  -3.1007  -3.0304  -3.0051  -2.9460  -2.8604  -2.8427  -2.7881  -2.7575  -2.6863  -2.6350  -2.5946  -2.5624  -2.5048  -2.4159  -2.3751  -2.3582  -2.3256  -2.2708  -2.2031  -2.1609  -2.1270  -2.0697  -2.0073  -1.9852  -1.9487  -1.8879  -1.8531  -1.8064  -1.7855  -1.7615  -1.7111  -1.7018  -1.6502  -1.6176  -1.5495  -1.5318  -1.5093  -1.4432  -1.3988  -1.3613  -1.3486  -1.2235  -1.1592  -1.0743  -1.0105  -1.0000  -0.9407  -0.8793  -0.8526  -0.8002  -0.7218  -0.6185  -0.5968  -0.5755  -0.4084  -0.3633  -0.3351   1.9941   2.1153   2.2317   2.3100   2.3660   2.4898   2.6101   2.6763   2.7008   2.7683   2.8397   2.8689   2.9728   3.0458   3.1230   3.1959   3.2381   3.2785   3.3565   3.3741   3.4460   3.5046   3.5561   3.5770   3.6473   3.6678   3.7104   3.7471   3.8198   3.8571   3.9363   3.9672   4.0928   4.1074   4.1753   4.2263   4.2452   4.3209   4.3808   4.4275   4.4820   4.5795   4.6046   4.6766
   0.0490 -15.4474 -15.3429 -15.1073 -15.0890 -14.9201 -14.8152 -14.6679 -14.5999 -14.4704 -14.3874 -14.1421 -14.0276 -13.9940 -13.8967 -13.8266 -13.7706 -13.6969 -13.6595 -13.5808 -13.5530 -13.4592 -13.4326 -13.4081 -13.3619 -13.3407 -13.3294 -13.2950 -13.2543 -13.2092 -13.1628 -13.1306 -13.0957 -10.1785 -10.0666  -9.9738  -9.8684  -9.7417  -9.6838  -9.5811  -9.4772  -9.3701  -9.2849  -9.1590  -8.9086  -8.7400  -8.6879  -8.4992  -8.3874  -8.1263  -8.0621  -7.7207  -7.5447  -5.6215  -5.5994  -5.4812  -5.3985  -5.3113  -5.2514  -5.1925  -5.0777  -5.0183  -4.9662  -4.8026  -4.7115  -4.6678  -4.6229  -4.5650  -4.5179  -4.4526  -4.3724  -4.3179  -4.2661  -4.2141  -4.0713  -4.0590  -4.0053  -3.9700  -3.9080  -3.8417  -3.7601  -3.7160  -3.6242  -3.5957  -3.5018  -3.4491  -3.4287  -3.3446  -3.2954  -3.2166  -3.1871  -3.1186  -3.0625  -3.0342  -3.0122  -2.9438  -2.9215  -2.8378  -2.7882  -2.7554  -2.7150  -2.6599  -2.6437  -2.5706  -2.5158  -2.4354  -2.4061  -2.3711  -2.3323  -2.2675  -2.1488  -2.1258  -2.0868  -2.0646  -2.0010  -1.9767  -1.9172  -1.8782  -1.8385  -1.7932  -1.7602  -1.7213  -1.7033  -1.6492  -1.6053  -1.5573  -1.5296  -1.5140  -1.4773  -1.4388  -1.4042  -1.3102  -1.2765  -1.1979  -1.1290  -1.0585  -0.9801  -0.9353  -0.9039  -0.8220  -0.7976  -0.7366  -0.6866  -0.6155  -0.5464  -0.4674  -0.4084  -0.3527  -0.3221   2.0035   2.0828   2.3002   2.3232   2.4198   2.4840   2.6081   2.6290   2.6989   2.7655   2.8154   2.8545   2.9187   3.0294   3.0975   3.1469   3.2179   3.2434   3.3179   3.3364   3.4056   3.4388   3.5043   3.5592   3.6047   3.6773   3.7055   3.7598   3.8152   3.8636   3.9437   3.9643   4.0384   4.0875   4.1697   4.2138   4.2895   4.3370   4.4005   4.4334   4.4666   4.5395   4.5870   4.6427
   0.0613 -15.3822 -15.2654 -15.1984 -15.1295 -14.9456 -14.8692 -14.6465 -14.6052 -14.4456 -14.3910 -14.1129 -14.0476 -13.9979 -13.9425 -13.7954 -13.7644 -13.6903 -13.6734 -13.5687 -13.5571 -13.4386 -13.4206 -13.3911 -13.3519 -13.3309 -13.3261 -13.2987 -13.2772 -13.2011 -13.1771 -13.1334 -13.1112 -10.1278 -10.0699  -9.9362  -9.8848  -9.7358  -9.7142  -9.5097  -9.4582  -9.3496  -9.2905  -9.1269  -8.9869  -8.7450  -8.7216  -8.4605  -8.3863  -8.0732  -7.9700  -7.8621  -7.6821  -5.5486  -5.5338  -5.4628  -5.4048  -5.2550  -5.2220  -5.1826  -5.1592  -5.0025  -4.9588  -4.8691  -4.7994  -4.7129  -4.6900  -4.5933  -4.5160  -4.4961  -4.4250  -4.3472  -4.2760  -4.2024  -4.1350  -4.0792  -4.0121  -3.9753  -3.9350  -3.8451  -3.8148  -3.6985  -3.6543  -3.5459  -3.5091  -3.4150  -3.3732  -3.3255  -3.2779  -3.2305  -3.2065  -3.1167  -3.0784  -3.0315  -2.9995  -2.9495  -2.9157  -2.8237  -2.8076  -2.7691  -2.7520  -2.7252  -2.6814  -2.5867  -2.5089  -2.4619  -2.4190  -2.3465  -2.3276  -2.2290  -2.1141  -2.0934  -2.0755  -2.0341  -1.9962  -1.9714  -1.8998  -1.8743  -1.8457  -1.7949  -1.7727  -1.7079  -1.6564  -1.6257  -1.6005  -1.5295  -1.5253  -1.4921  -1.4626  -1.4036  -1.3894  -1.2519  -1.2189  -1.1397  -1.0588  -1.0280  -0.9674  -0.8934  -0.8771  -0.8162  -0.7720  -0.6858  -0.6480  -0.5935  -0.5398  -0.4228  -0.3971  -0.3245  -0.3065   2.0357   2.0933   2.2730   2.3171   2.5104   2.5514   2.6053   2.6437   2.7138   2.7509   2.8384   2.8792   2.8968   3.0034   3.0781   3.1109   3.1455   3.2123   3.2653   3.2916   3.3236   3.3724   3.4232   3.5195   3.5588   3.5882   3.7351   3.7672   3.8367   3.8500   3.9255   3.9653   4.0171   4.0893   4.1648   4.2048   4.2796   4.2940   4.3601   4.3971   4.4616   4.5221   4.5643   4.5938
   0.0723 -15.2982 -15.2982 -15.1872 -15.1872 -14.9247 -14.9247 -14.6203 -14.6203 -14.4139 -14.4139 -14.0825 -14.0825 -13.9764 -13.9764 -13.7718 -13.7718 -13.6848 -13.6848 -13.5622 -13.5622 -13.4230 -13.4230 -13.3667 -13.3667 -13.3189 -13.3189 -13.2993 -13.2993 -13.1900 -13.1900 -13.1259 -13.1259 -10.0875 -10.0875  -9.9082  -9.9082  -9.7293  -9.7293  -9.4644  -9.4644  -9.3217  -9.3217  -9.0656  -9.0656  -8.7432  -8.7432  -8.4075  -8.4075  -7.9998  -7.9998  -7.8238  -7.8238  -5.4967  -5.4967  -5.4428  -5.4428  -5.2452  -5.2452  -5.1778  -5.1778  -4.9331  -4.9331  -4.8678  -4.8678  -4.7639  -4.7639  -4.5713  -4.5713  -4.4463  -4.4463  -4.3358  -4.3358  -4.1739  -4.1739  -4.0505  -4.0505  -3.9555  -3.9555  -3.8417  -3.8417  -3.6821  -3.6821  -3.5210  -3.5210  -3.3801  -3.3801  -3.2912  -3.2912  -3.2008  -3.2008  -3.1089  -3.1089  -3.0529  -3.0529  -2.8921  -2.8921  -2.8340  -2.8340  -2.7606  -2.7606  -2.7180  -2.7180  -2.5822  -2.5822  -2.4322  -2.4322  -2.3191  -2.3191  -2.1570  -2.1570  -2.0810  -2.0810  -1.9996  -1.9996  -1.9400  -1.9400  -1.8620  -1.8620  -1.7866  -1.7866  -1.6839  -1.6839  -1.6115  -1.6115  -1.5202  -1.5202  -1.4634  -1.4633  -1.3815  -1.3815  -1.2233  -1.2233  -1.0473  -1.0473  -0.9871  -0.9871  -0.8775  -0.8775  -0.7915  -0.7915  -0.6788  -0.6788  -0.5319  -0.5319  -0.4169  -0.4169  -0.2995  -0.2995   2.1084   2.1084   2.2374   2.2374   2.5670   2.5670   2.6309   2.6309   2.7851   2.7851   2.8707   2.8707   2.9540   2.9540   3.0330   3.0330   3.1617   3.1617   3.2322   3.2322   3.3529   3.3529   3.4209   3.4209   3.5603   3.5603   3.7635   3.7635   3.7963   3.7963   3.9621   3.9621   4.0553   4.0553   4.1795   4.1795   4.2844   4.2845   4.3596   4.3597   4.4855   4.4861   4.5804   4.5837
   0.0834 -15.3840 -15.2606 -15.1998 -15.1289 -14.9480 -14.8747 -14.6408 -14.6012 -14.4469 -14.3905 -14.1164 -14.0510 -13.9999 -13.9438 -13.7894 -13.7599 -13.6843 -13.6788 -13.5713 -13.5594 -13.4383 -13.4220 -13.3910 -13.3446 -13.3328 -13.3305 -13.2961 -13.2797 -13.1997 -13.1776 -13.1337 -13.1111 -10.1266 -10.0721  -9.9318  -9.8838  -9.7371  -9.7260  -9.5031  -9.4508  -9.3509  -9.2920  -9.1277  -8.9859  -8.7448  -8.7292  -8.4559  -8.3865  -8.0695  -7.9695  -7.8672  -7.6808  -5.5424  -5.5396  -5.4672  -5.4059  -5.2498  -5.2181  -5.1808  -5.1607  -4.9868  -4.9733  -4.8705  -4.8068  -4.7052  -4.6941  -4.6014  -4.5170  -4.4953  -4.4252  -4.3243  -4.2983  -4.1875  -4.1396  -4.0810  -4.0196  -3.9693  -3.9284  -3.8317  -3.8316  -3.7007  -3.6619  -3.5339  -3.5113  -3.4015  -3.3944  -3.3106  -3.2844  -3.2342  -3.2074  -3.1024  -3.0949  -3.0324  -3.0022  -2.9576  -2.9100  -2.8168  -2.8024  -2.7619  -2.7589  -2.7249  -2.6910  -2.5773  -2.5162  -2.4448  -2.4385  -2.3365  -2.3325  -2.2358  -2.1109  -2.0876  -2.0845  -2.0220  -2.0017  -1.9631  -1.8979  -1.8750  -1.8421  -1.7940  -1.7747  -1.7127  -1.6482  -1.6269  -1.6043  -1.5310  -1.5279  -1.4864  -1.4653  -1.3990  -1.3948  -1.2513  -1.2145  -1.1496  -1.0519  -1.0418  -0.9676  -0.8904  -0.8872  -0.8164  -0.7716  -0.6823  -0.6482  -0.5904  -0.5396  -0.4197  -0.3943  -0.3158  -0.3156   2.0438   2.0818   2.2932   2.2937   2.5175   2.5528   2.6191   2.6323   2.7110   2.7534   2.8398   2.8834   2.8922   2.9958   3.0840   3.1215   3.1366   3.2034   3.2765   3.2878   3.3525   3.3588   3.4086   3.5144   3.5621   3.5831   3.7388   3.7628   3.8336   3.8569   3.9170   3.9729   4.0136   4.0922   4.1666   4.2043   4.2798   4.2887   4.3689   4.3827   4.4799   4.5118   4.5573   4.5942
   0.0944 -15.4545 -15.3251 -15.1188 -15.0975 -14.9133 -14.8229 -14.6564 -14.5908 -14.4740 -14.3844 -14.1535 -14.0224 -14.0182 -13.9015 -13.8071 -13.7568 -13.6755 -13.6751 -13.5894 -13.5566 -13.4600 -13.4361 -13.4107 -13.3524 -13.3414 -13.3303 -13.2975 -13.2558 -13.2050 -13.1656 -13.1317 -13.0944 -10.1721 -10.0798  -9.9627  -9.8635  -9.7495  -9.7165  -9.5604  -9.4555  -9.3650  -9.2742  -9.1885  -8.9055  -8.7201  -8.7125  -8.4949  -8.4048  -8.0857  -8.0720  -7.7398  -7.5393  -5.6174  -5.6040  -5.4974  -5.4000  -5.2755  -5.2669  -5.1624  -5.1069  -5.0064  -4.9610  -4.8044  -4.7524  -4.6690  -4.5959  -4.5826  -4.4929  -4.4864  -4.3786  -4.2835  -4.2552  -4.1750  -4.1447  -4.0424  -4.0165  -3.9495  -3.9021  -3.8188  -3.8012  -3.7176  -3.6547  -3.5830  -3.4851  -3.4371  -3.4173  -3.3669  -3.3035  -3.2084  -3.1965  -3.0775  -3.0737  -3.0468  -3.0221  -2.9745  -2.9100  -2.8205  -2.7965  -2.7482  -2.7277  -2.6594  -2.6351  -2.5226  -2.4999  -2.4508  -2.4425  -2.3784  -2.3249  -2.2870  -2.1388  -2.1216  -2.0944  -2.0584  -1.9978  -1.9727  -1.9118  -1.8550  -1.8297  -1.7852  -1.7815  -1.7310  -1.6525  -1.6406  -1.6147  -1.5714  -1.5363  -1.5107  -1.4791  -1.4337  -1.4258  -1.3082  -1.2561  -1.2285  -1.1410  -1.0893  -0.9862  -0.9346  -0.9213  -0.8266  -0.8032  -0.7012  -0.6971  -0.6142  -0.5355  -0.4378  -0.4353  -0.3353  -0.3257   2.0307   2.0314   2.3183   2.3332   2.4477   2.4763   2.6240   2.6539   2.6751   2.7409   2.7946   2.8873   2.8984   3.0282   3.0981   3.1711   3.2281   3.2627   3.2781   3.3189   3.4072   3.4592   3.4707   3.5681   3.5932   3.6622   3.7123   3.7731   3.8183   3.8829   3.9181   3.9758   4.0435   4.0560   4.2046   4.2101   4.3055   4.3282   4.3782   4.4430   4.4873   4.5085   4.5199   4.6201
   0.1055 -15.5067 -15.3746 -15.1375 -14.9968 -14.8514 -14.7876 -14.6579 -14.5972 -14.4736 -14.3970 -14.1981 -14.0321 -13.9958 -13.8598 -13.8209 -13.7592 -13.6799 -13.6628 -13.6140 -13.5467 -13.4812 -13.4533 -13.4292 -13.3648 -13.3485 -13.3257 -13.3066 -13.2345 -13.2054 -13.1591 -13.1220 -13.0800 -10.2091 -10.0932 -10.0022  -9.8625  -9.7496  -9.7067  -9.6090  -9.4661  -9.3681  -9.2730  -9.2527  -8.8769  -8.6721  -8.6695  -8.5017  -8.4412  -8.1548  -8.0743  -7.6213  -7.4208  -5.6846  -5.6520  -5.5283  -5.4366  -5.3459  -5.2891  -5.1654  -5.0736  -4.9254  -4.9231  -4.7174  -4.6879  -4.6560  -4.5727  -4.5373  -4.4635  -4.4462  -4.3249  -4.2621  -4.2195  -4.1410  -4.0856  -4.0465  -3.9923  -3.8954  -3.8847  -3.8299  -3.7569  -3.7180  -3.6795  -3.6008  -3.5987  -3.4523  -3.4274  -3.3077  -3.2794  -3.2251  -3.1936  -3.1082  -3.0857  -3.0444  -3.0304  -2.9500  -2.8956  -2.8114  -2.8047  -2.7124  -2.7098  -2.6464  -2.5680  -2.5124  -2.4758  -2.4194  -2.4110  -2.3660  -2.3284  -2.2886  -2.1961  -2.1417  -2.1332  -2.0803  -2.0265  -1.9639  -1.9338  -1.8562  -1.8447  -1.8173  -1.7886  -1.7522  -1.7079  -1.6721  -1.6357  -1.6081  -1.5580  -1.5375  -1.4950  -1.4703  -1.4052  -1.3819  -1.3476  -1.2560  -1.1863  -1.1007  -1.0282  -0.9955  -0.9695  -0.8983  -0.8849  -0.7764  -0.7343  -0.5973  -0.5684  -0.4953  -0.4808  -0.3276  -0.3270   1.9981   2.0668   2.2628   2.3315   2.4445   2.4555   2.6106   2.6928   2.7148   2.7728   2.7818   2.8939   2.9532   3.0702   3.0754   3.1970   3.2632   3.2841   3.3268   3.3687   3.4623   3.4797   3.5539   3.5807   3.6247   3.6871   3.7114   3.7765   3.7794   3.8465   3.9396   3.9847   4.0573   4.0647   4.2343   4.2513   4.3169   4.3371   4.3526   4.4303   4.4582   4.4917   4.5377   4.6798
